Nome: UBERLANDIA
Codigo Estacao: A507
Latitude: -18.91694443
Longitude: -48.25555555
Altitude: 874.77
Situacao: Operante
Data Inicial: 2005-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2006-03-24;0;916,3;30;24,8;20,1;65,2;1,9;
2006-03-25;0;916,6;29,9;24,7;20,6;68,3;1,6;
2006-03-26;0;916,4;28,5;23,7;20,7;72,7;1,5;
2006-03-27;,4;917,3;27,4;22,7;20,1;77,5;1,6;
2006-03-28;1;916,9;29,6;24,1;20,4;69,4;1,8;
2006-03-29;0;914,5;28,3;23,6;21,2;73,2;1,5;
2006-03-30;null;null;null;null;18,8;null;null;
2006-03-31;null;null;null;null;null;null;null;
2006-04-01;null;917,4;27,8;23,4;null;70;3,6;
2006-04-02;0;917,1;27,4;23,4;20,4;73;2,4;
2006-04-03;null;null;null;null;21,4;null;null;
2006-04-04;null;916,2;28,8;null;null;69,4;2,6;
2006-04-05;0;916,3;24,8;22,5;21;76;1,7;
2006-04-06;1;915,7;28,1;22,5;20;76,7;2,2;
2006-04-07;3,4;915,3;26,7;22,1;18,7;78,4;2,1;
2006-04-08;2,6;915,8;23,2;20,4;19,2;85,8;1,9;
2006-04-09;3,2;913,1;26,2;21,3;18,3;81,5;1,6;
2006-04-10;2;911,6;27,5;22,9;19,8;77;1,7;
2006-04-11;1,6;912,7;28,8;23,3;18,6;73,5;1,7;
2006-04-12;,4;914,2;29,1;23,5;18,9;70,4;1,7;
2006-04-13;,4;914,5;30,7;24,2;18,4;65,8;1,2;
2006-04-14;,2;914,2;29,8;25,1;20,8;57,5;1,9;
2006-04-15;,2;915;30,4;24,8;19,5;57,2;2,2;
2006-04-16;null;null;null;null;20,3;null;null;
2006-04-17;null;null;null;null;null;null;null;
2006-04-18;null;916,9;22,3;20,3;18,5;79,2;2,5;
2006-04-19;,2;917,8;24,9;20,5;18;76,5;2,9;
2006-04-20;0;918,7;27,4;20,9;16,1;68,7;2,5;
2006-04-21;0;918,2;27,6;21,7;17;66;1,6;
2006-04-22;,2;917,5;28,4;22,7;18;65,7;1,4;
2006-04-23;0;917,8;29,3;23,3;18,7;66,8;1;
2006-04-24;0;917,7;30,3;24,4;20,4;60,3;1,8;
2006-04-25;0;917,9;28,8;23,9;19;55,6;2,3;
2006-04-26;0;918,1;28,3;23;18,1;60,4;1,6;
2006-04-27;,2;917;28,7;23;17,2;62,8;1;
2006-04-28;0;916,3;28,2;22,1;15,7;49;1,2;
2006-04-29;0;916,6;28,5;22,1;15,5;52,6;1,3;
2006-04-30;0;917,2;28,3;22,3;16,6;56;1,2;
2006-05-01;0;917,7;27,8;22;15,8;57,5;1,3;
2006-05-02;0;919,2;27,4;21,5;16,2;60,6;1;
2006-05-03;null;918,7;25,8;null;13,7;47,2;1,8;
2006-05-04;0;917,1;25,6;18,7;12,1;40,3;1,3;
2006-05-05;null;null;null;null;14,4;null;null;
2006-05-06;null;null;null;null;null;null;null;
2006-05-07;null;917,8;27,1;19,9;null;47,3;1,1;
2006-05-08;0;917,8;26,5;19,8;13,4;54,5;1,2;
2006-05-09;0;917,7;26,1;20,4;14,3;60,4;1,3;
2006-05-10;null;null;25,9;null;15,5;59;null;
2006-05-11;0;917,9;24,4;18,1;13,6;58,7;1,9;
2006-05-12;0;null;null;null;10,9;null;null;
2006-05-13;null;null;null;null;null;null;null;
2006-05-14;null;null;null;null;null;null;null;
2006-05-15;null;null;null;null;null;null;null;
2006-05-16;null;null;null;null;null;48,2;null;
2006-05-17;null;920,6;26,9;20,9;14;46,9;1,7;
2006-05-18;0;920,7;24,5;19,3;14,4;55,5;2,1;
2006-05-19;null;919,5;23,6;18,9;14,1;50,5;null;
2006-05-20;null;917,1;23,1;18,4;14,1;54;2,4;
2006-05-21;null;null;null;null;null;null;null;
2006-05-22;null;null;null;null;null;null;null;
2006-05-23;null;null;null;null;null;null;null;
2006-05-24;null;920,8;26,6;20,6;17,6;74,1;1,7;
2006-05-25;,2;920,4;26,8;20,6;16,8;71;2;
2006-05-26;0;919,9;26,4;21;17,3;70,4;2;
2006-05-27;0;920,1;27,9;21,3;16,3;64;1,2;
2006-05-28;0;920;28;21,3;14,8;61;,7;
2006-05-29;0;919,6;28,1;21,5;15,1;54,9;1,3;
2006-05-30;0;919,1;27,9;21,8;17;52,5;2,1;
2006-05-31;0;920;27,8;22,1;17,3;53,8;1,9;
2006-06-01;0;920,2;28;21,8;16;54,1;1,1;
2006-06-02;0;920,4;26,9;21,5;15,9;52,9;1,7;
2006-06-03;0;920,3;25,6;20,6;16,6;59;2,9;
2006-06-04;0;920;24,2;19,4;14,7;59,1;2,5;
2006-06-05;0;918,9;24,8;19,2;14,3;57;2,1;
2006-06-06;0;919,6;25,2;19,5;14,6;54,8;2,1;
2006-06-07;0;920,2;26,1;19,7;14,1;52;2;
2006-06-08;0;919,9;24,9;19,5;15;53;2,6;
2006-06-09;0;919,3;24,3;18,7;14,4;58,1;2,7;
2006-06-10;0;918,6;25,2;19,2;14,3;59,1;2,2;
2006-06-11;0;918,8;26,7;20,2;15;52;1,3;
2006-06-12;0;920,3;26,9;20,7;15,1;51,6;1,5;
2006-06-13;0;921,7;26,2;20,6;15,8;56,5;3,1;
2006-06-14;0;922,1;25,7;19,3;15;60,9;2,5;
2006-06-15;0;920,9;26,1;19,6;14,3;57,7;2;
2006-06-16;0;920,9;26,5;20;13,5;51,9;1,2;
2006-06-17;0;921,3;27,1;20,7;15,2;45,1;1,7;
2006-06-18;0;921,6;26,2;20,9;16,5;50,7;2,7;
2006-06-19;0;921,1;23,9;19,7;15,5;52,3;2,8;
2006-06-20;0;921,3;24,1;18,4;13,8;56,5;3;
2006-06-21;0;922,2;23,7;18,7;15,2;59,7;2,7;
2006-06-22;0;922,1;24,8;19,9;15,1;54,9;2,2;
2006-06-23;null;null;25,6;null;16,4;60,5;null;
2006-06-24;0;920,6;24;18,9;13,5;58,2;3,1;
2006-06-25;0;920,5;23,1;18,8;15,7;71,1;3,1;
2006-06-26;0;919,2;26;20,1;17,3;63,9;2,6;
2006-06-27;,4;920,7;23,4;18,5;15,7;70,6;1,6;
2006-06-28;,2;922;26,1;17,1;8,9;45,6;1,3;
2006-06-29;0;922;25,3;18,4;12,9;59,5;2,9;
2006-06-30;0;922,4;27;20,3;15,4;61;2,3;
2006-07-01;0;922,9;24,8;19,7;15,1;61,5;2,3;
2006-07-02;0;922,5;24,9;19,3;14,6;53,2;2,3;
2006-07-03;0;922,8;24,5;19,4;15,4;53,5;1,9;
2006-07-04;null;923,2;25,1;null;13,2;56,4;1,7;
2006-07-05;0;922,6;25,5;18,8;13,9;59;1,5;
2006-07-06;0;922,6;25,1;18,9;13,3;56,5;2,1;
2006-07-07;0;921,6;26,7;19,5;13,6;54,6;2,5;
2006-07-08;0;919,8;27,9;21,3;15,4;51,8;1,9;
2006-07-09;0;919;29;22,1;16,7;55,1;1,9;
2006-07-10;0;918,9;29,9;22,9;17,1;52,8;1,3;
2006-07-11;0;920,4;28,4;22,7;17,7;47,1;2,5;
2006-07-12;0;921,9;24,8;19,8;14,7;50,1;3;
2006-07-13;0;922,7;24,1;18,5;13,5;61,2;2,4;
2006-07-14;0;922,6;25;19,7;15,1;53,2;2,2;
2006-07-15;0;923,3;25,1;19,3;13,9;44,2;2,8;
2006-07-16;0;922,7;24,9;19,3;14,6;48,1;3;
2006-07-17;0;922,8;23,1;18,8;15,7;55,2;2,4;
2006-07-18;0;921;24,8;18,9;14,4;58,9;1,7;
2006-07-19;0;920,2;26,3;19,9;14;53,1;1,4;
2006-07-20;0;920,3;27,3;20,2;12,6;43;,9;
2006-07-21;0;920,7;27,7;21,3;15,1;40,7;2;
2006-07-22;0;919,8;27,9;21,2;13,2;34,9;2,2;
2006-07-23;0;919,2;29,9;21,5;15,4;34,1;2,2;
2006-07-24;0;919,5;28,2;21,2;13,9;32,9;2,1;
2006-07-25;0;918,3;28,8;21,6;13,8;34,7;1,9;
2006-07-26;0;917,4;29,3;22,4;15,1;35,5;2;
2006-07-27;0;917,7;29,9;23,4;17,6;37,5;2,3;
2006-07-28;0;917,8;30,7;24,1;18,4;38,7;1,6;
2006-07-29;0;916,4;29,7;24;18,1;43,3;1,7;
2006-07-30;0;918,6;25,9;20,6;17,3;70,7;1,8;
2006-07-31;0;921,4;27,4;19,9;14,7;70,4;2,2;
2006-08-01;0;922,8;28,4;22;15,9;60,5;1,4;
2006-08-02;0;922,1;29,6;23,2;17,9;49,9;1,6;
2006-08-03;0;921,2;30,2;23,1;15,9;43;1,5;
2006-08-04;0;920,4;30,4;24,1;19,3;39;2,3;
2006-08-05;0;920,4;30;23,7;19;38,9;2,5;
2006-08-06;0;920,4;29,2;23,8;18,7;40,7;2;
2006-08-07;0;919,7;28,5;22,6;17,3;45,1;2,1;
2006-08-08;0;919,5;26,8;21,4;16,6;44,2;3,1;
2006-08-09;0;918,8;28,7;21,8;16,5;38,8;2,7;
2006-08-10;0;919,5;30;23,5;18,3;42,3;2,2;
2006-08-11;0;919;29,1;23,5;18,3;40,2;2,6;
2006-08-12;0;919;29,6;22,9;17,7;40,6;2,8;
2006-08-13;0;919;29,3;22,9;17,7;39,3;2,6;
2006-08-14;0;918,1;30,1;23,3;17,4;39,3;2,4;
2006-08-15;0;918,2;30,8;null;18,3;38,6;2,2;
2006-08-16;null;918;31,8;24,8;19,2;34;2;
2006-08-17;0;918,3;32,3;25,6;18,6;33,2;1,8;
2006-08-18;0;917,4;31,9;25,9;20,5;30,2;2,4;
2006-08-19;0;916,3;31,8;25,3;18,6;33,5;1,8;
2006-08-20;0;917,7;27,6;23,2;18,6;46,4;1,8;
2006-08-21;,2;919,3;26,7;20,4;14,3;38,4;2;
2006-08-22;0;919,4;29,6;20,2;11,5;24,6;1,5;
2006-08-23;0;919,6;29,5;21,6;15;35,5;2,3;
2006-08-24;0;920;29,9;23;17,3;46,6;2,1;
2006-08-25;0;919,1;29,7;23,5;18,7;37,8;3,1;
2006-08-26;0;917;29,5;23,4;18,2;41,6;3,3;
2006-08-27;,4;916,3;28,1;22;15,8;61,5;2,9;
2006-08-28;,2;917,1;27,8;21,7;17,5;68,9;1,6;
2006-08-29;,2;918,6;27,6;21,7;17,4;65,1;2,1;
2006-08-30;0;918;29,7;22,2;15,4;52,8;2,5;
2006-08-31;,2;918,5;26,3;21,5;17,4;58,3;3,7;
2006-09-01;0;916,8;27,3;22,2;19,2;58,4;2,8;
2006-09-02;0;915,6;21,6;18,4;14,6;80,9;2;
2006-09-03;0;915,4;24,9;19,1;14,9;74,3;1,8;
2006-09-04;0;918,1;22,6;17,7;12,9;61,4;2,3;
2006-09-05;0;921,4;22,1;15,4;9,1;40,3;2,7;
2006-09-06;0;920,3;29,3;19,4;10,4;39,8;2;
2006-09-07;0;919,9;28,9;21,3;14,8;56,2;2,9;
2006-09-08;0;920,3;28,8;22;15,8;50,6;3,4;
2006-09-09;0;919,7;27,3;21,9;16,5;44;2,8;
2006-09-10;0;920,2;29;22,4;17;41;2,1;
2006-09-11;0;920,5;30,5;23,7;17,1;36,6;2,6;
2006-09-12;0;919,6;31,3;24,3;17,9;37,8;2,3;
2006-09-13;0;918,4;30,5;24,4;17,8;29,2;2,6;
2006-09-14;0;917,4;32,8;25,7;18,5;27,2;2,4;
2006-09-15;0;917,5;32,4;26,4;20,1;27,2;2,6;
2006-09-16;0;916,5;33,1;26,6;21,1;29,5;1,7;
2006-09-17;0;916,3;33,4;27,1;20,8;29,2;2,3;
2006-09-18;0;916,3;33,4;26,7;21,1;36,8;2,1;
2006-09-19;0;915,6;33,1;25,4;19,2;47,4;2,6;
2006-09-20;0;914;33,4;24,9;20,8;51,1;3,3;
2006-09-21;1,6;915,8;26,1;21,5;18,9;75,3;2,9;
2006-09-22;15,4;917,9;28,2;21,1;17,8;79;1,8;
2006-09-23;71,8;916,9;31,1;23,4;18,4;64,7;2;
2006-09-24;,2;917,5;26,1;21,2;17,5;71;2,1;
2006-09-25;,2;918,8;29,6;23,5;18;61;1,9;
2006-09-26;0;919,2;29,3;23,6;18,6;60,3;2,5;
2006-09-27;0;920,4;28,4;23,1;19;58,6;3,6;
2006-09-28;0;919,1;28,8;23;17,1;51;2,8;
2006-09-29;0;917,2;28,8;24,2;19,5;48,6;2,2;
2006-09-30;0;918,2;26,7;23,3;20,7;62,4;1,7;
2006-10-01;2,2;918,7;24,6;21,2;18,5;74,2;2,6;
2006-10-02;4,8;917;25,3;21;18,2;73,8;2,3;
2006-10-03;28,6;915,5;28,8;23;17,5;68,2;1,2;
2006-10-04;0;914,6;30,1;24,4;19,8;60,5;1,9;
2006-10-05;0;916,5;29,5;22,9;20,3;73,7;3;
2006-10-06;21,2;916,5;29,1;23,3;19,2;74,3;2,9;
2006-10-07;18;917,8;23,2;20,1;19,4;87,7;1,7;
2006-10-08;23,8;917,2;28,1;21,8;17,5;76,2;1,2;
2006-10-09;1,6;917,7;28,3;22,4;19,5;74,6;2,5;
2006-10-10;13;919,2;24;20,5;19;78,4;3,5;
2006-10-11;0;917,6;28,7;21,9;17,2;71,1;2,7;
2006-10-12;10,8;915,3;27,7;22,6;19,4;75,2;2,2;
2006-10-13;,2;914,7;25,7;20,9;19,8;81,8;1,2;
2006-10-14;20;915;24,7;21,3;19,1;80,9;1,1;
2006-10-15;,8;914,8;27,8;22,8;19;72,8;1,7;
2006-10-16;5,6;914,6;29,1;23,5;20,2;72,8;1,9;
2006-10-17;10,4;914,6;26;22,2;20,2;81,5;1,7;
2006-10-18;79,6;913,7;28,4;22,3;18,1;78,2;1,8;
2006-10-19;12;913,4;25,8;21,6;20,4;85,6;1,8;
2006-10-20;4;914,9;27,8;21,6;19,7;83,6;1;
2006-10-21;9;916,5;28,7;22,9;19,1;72,1;1,9;
2006-10-22;0;917,2;26,6;22,5;19,4;71,1;2,5;
2006-10-23;,8;917,4;28,2;22,3;18,2;72,3;2,2;
2006-10-24;,8;918,3;23,4;20,5;18,8;74,6;4;
2006-10-25;0;918,9;24,8;21,1;18,9;71,4;3,4;
2006-10-26;0;917,7;29,6;22,5;18,1;68,5;2,1;
2006-10-27;0;914,4;30,6;25,1;19,6;61;2;
2006-10-28;0;913,8;32,2;26;22,1;60,6;1,9;
2006-10-29;0;912,7;32;24,9;18,8;55;1,9;
2006-10-30;0;911,2;32,1;25,5;17,8;36,5;1,4;
2006-10-31;0;911,5;32,3;26;19,5;44,8;2;
2006-11-01;0;913,4;29,6;23,8;21,9;69,3;3;
2006-11-02;25,6;915;22,2;20,9;19,4;86;1,8;
2006-11-03;18,2;915,3;24,4;21,1;18,8;83;2,3;
2006-11-04;0;913,8;28,4;22,7;20,3;79,6;1,2;
2006-11-05;49;913,1;29,7;23,1;19;78,7;1,7;
2006-11-06;,2;912,6;28,7;23,1;20,5;77,6;2,2;
2006-11-07;3,8;913;27,5;22,8;19,6;78,1;2,1;
2006-11-08;0;912,6;28,8;22,8;19,5;76,3;1,6;
2006-11-09;,8;912,7;26,9;22,2;19,7;80,2;1,6;
2006-11-10;13,4;912,8;21,5;18,7;18,2;85,6;1,9;
2006-11-11;2,6;914,3;26,3;19,1;13,3;68;1,9;
2006-11-12;0;917,1;25,3;19;14,9;67,7;3;
2006-11-13;0;918,6;25,2;19,5;15,7;67;3,5;
2006-11-14;0;917,2;26,7;20,2;14,5;64;3;
2006-11-15;0;916,5;29;22,9;17,3;60,6;3,1;
2006-11-16;0;917,1;30,3;25,1;20,5;56,9;3,4;
2006-11-17;0;917,4;30,5;25,6;21,1;47,7;2,7;
2006-11-18;0;916,2;31,8;26,6;20,8;45,7;1,8;
2006-11-19;0;915,4;32,6;26,5;21,9;52,5;2,3;
2006-11-20;1,6;915,6;30,3;23,3;20,5;68,5;2,4;
2006-11-21;9;916,2;29,7;23,5;18,7;67,7;1,8;
2006-11-22;0;914,9;32,3;25,6;19,5;57,9;1,4;
2006-11-23;0;914,1;30,9;25;21;58,2;2;
2006-11-24;0;915,1;29,7;25,3;21,1;59,3;2,7;
2006-11-25;0;915,7;28,7;23,6;20;72,3;2,4;
2006-11-26;,6;914,8;28,6;23,1;21,7;76,6;1,8;
2006-11-27;22,6;913,2;27,6;23,1;19,5;76,8;2,5;
2006-11-28;36,2;912,7;26,7;22,1;18,9;79,7;2,4;
2006-11-29;5,4;912,8;27;21,9;20,1;85,5;1,8;
2006-11-30;57,2;913,2;27,6;22;19,5;85,5;1,3;
2006-12-01;25,2;913,4;28,7;23,4;19,9;75,8;2,7;
2006-12-02;1,4;914,3;28,3;22,9;20,2;77,5;3,4;
2006-12-03;1,2;915,7;27,7;22,4;19,2;77,7;3,1;
2006-12-04;0;915,3;30,2;24,7;21,7;66,7;2,5;
2006-12-05;21,6;916,8;27,8;22,5;19,4;76,5;1,9;
2006-12-06;0;916;27,2;23,2;20;71,5;1,9;
2006-12-07;0;913,2;27,8;23,9;22;68,1;3,1;
2006-12-08;,2;913,5;26,5;22;20,8;80,4;1,9;
2006-12-09;60,6;913,8;27,3;21,8;19,3;82,3;2,4;
2006-12-10;10;912,9;26,3;21,7;20,1;86,3;1,4;
2006-12-11;12,8;912,7;27,6;22,8;20,5;82,6;2,3;
2006-12-12;8,8;913,4;25,2;21,6;20,3;87,7;2,8;
2006-12-13;24,6;914,1;25,2;20,8;19,7;89,7;2,5;
2006-12-14;71,2;915,3;23,9;20,4;18,5;88,8;2,4;
2006-12-15;5;916,2;26,8;22,2;19,6;79;2,3;
2006-12-16;83,4;915,8;26,9;22,6;19;79,3;2,2;
2006-12-17;0;915,7;29,3;24;20,2;72,6;1,5;
2006-12-18;3,4;915;28,5;24;20,8;74,2;1,8;
2006-12-19;,2;915,5;28;23,4;20,8;75,3;2,3;
2006-12-20;,8;916,5;29,4;23,2;20,1;72,4;2,6;
2006-12-21;,8;917,9;29,6;23,3;20,4;72,7;2,3;
2006-12-22;5;918;29,9;23,1;19,2;75,8;1,3;
2006-12-23;36;917,1;30,4;null;20,3;71,5;1,1;
2006-12-24;null;916,2;30,2;24,5;18,4;67,1;1,8;
2006-12-25;null;null;null;null;null;null;null;
2006-12-26;null;null;null;null;null;59,2;null;
2006-12-27;0;917;29;23;21,3;73,4;1,6;
2006-12-28;38,2;918,1;28,8;22,9;17,6;74,8;1,6;
2006-12-29;,2;917;27,7;22,7;21,1;77,7;1,6;
2006-12-30;,8;916,7;27,1;22,4;20,3;80,3;2,6;
2006-12-31;16;916,9;27,4;22,6;19,7;77,7;2,2;
2007-01-01;13,6;916,9;23,4;20,7;18,4;85,3;3;
2007-01-02;9,6;917,6;28,2;22,5;19,3;78;2,6;
2007-01-03;10;917,2;29;22,8;20;76,3;1,9;
2007-01-04;59,4;915,6;26,2;21,3;18,5;84,6;1,7;
2007-01-05;85;914,4;27,2;21,2;18,1;84,4;2,5;
2007-01-06;16,6;914,4;25;21,3;19,3;83,9;2,5;
2007-01-07;,8;916,4;27,1;22;19,2;78,6;2,6;
2007-01-08;0;916,4;29,4;23,7;20,1;72,8;1,8;
2007-01-09;,4;916,1;29,9;23,8;21;75;1,6;
2007-01-10;10;915;30,5;25,1;20,9;69,8;1,6;
2007-01-11;21,4;914,6;30,3;24,2;19,4;76,8;1,9;
2007-01-12;15,2;912,9;30,4;24,5;19,9;75;1,9;
2007-01-13;1;911;28,1;23,1;20,4;78,3;2;
2007-01-14;11,6;912,4;26,9;22;19,8;84,1;2,2;
2007-01-15;14,8;914,2;28,6;22,8;20,2;80,6;2,6;
2007-01-16;25,2;916;27,9;22,2;19,8;84,3;1,9;
2007-01-17;28,2;915,6;29,5;24,2;19,9;74,4;2,3;
2007-01-18;15,8;916;29,4;23,7;19,7;76,8;2,2;
2007-01-19;17;916;31,1;24,3;20,7;74;1,3;
2007-01-20;,2;916,7;27;23,4;21,1;80,1;1,2;
2007-01-21;2,2;917,2;28,3;22,7;21,7;80,8;1,5;
2007-01-22;6,2;916,5;27,7;22,5;18,6;73,6;1,3;
2007-01-23;0;915,2;28,2;23,3;21;77,4;1,2;
2007-01-24;1;915,6;29;23,6;20,1;70,2;2,1;
2007-01-25;19,8;915,7;28,7;23,3;18,9;74,7;2,8;
2007-01-26;0;915,9;29,9;24,2;20,2;70,1;2,1;
2007-01-27;1,8;916,3;28,6;22,9;20,2;77,1;1,9;
2007-01-28;13,6;915,6;29,4;23;19,4;77,8;2,3;
2007-01-29;2,4;915,4;24,9;22;21;87,2;1,9;
2007-01-30;8,4;915,9;27;22,6;20,6;81,9;2;
2007-01-31;,4;915,1;28,1;23,1;20,7;80,9;1,6;
2007-02-01;,8;915,4;30,2;24,1;20,6;74,4;1,6;
2007-02-02;1;915,7;29,3;24,2;21;74,7;2,3;
2007-02-03;27,4;914,9;28,2;22,3;19,4;82,1;1,3;
2007-02-04;14,4;913,9;28,8;23,3;19,5;76,6;1,3;
2007-02-05;1,4;914,1;28,1;23,6;20,2;79;2;
2007-02-06;4,2;914,4;29;23,2;21;78,9;2,4;
2007-02-07;25;915,2;26,6;21,9;18,9;86;2,3;
2007-02-08;12,6;916,3;28,6;23,1;21,1;80;3;
2007-02-09;13,4;918,5;30,1;24,5;19,8;67,2;2;
2007-02-10;0;918,9;29,9;25,5;21,4;58,8;1,3;
2007-02-11;0;916,6;29,4;24,7;21,1;67,3;1,6;
2007-02-12;1,6;914,4;24,6;21,4;20;85,5;1,7;
2007-02-13;9,2;912,7;28;21,7;19,7;84,8;1,3;
2007-02-14;68,4;912;29,7;23,4;18,1;69,3;2,3;
2007-02-15;0;912,5;28,3;23,6;19,5;66,3;2,3;
2007-02-16;0;912,9;30;24,4;19,8;65,2;1,6;
2007-02-17;,2;913,4;28,9;23,6;20,8;71,1;1,6;
2007-02-18;8;913,8;29,7;23;19,1;78,5;1,8;
2007-02-19;5,6;913;29,7;23;19,7;75;1,6;
2007-02-20;31,4;914,3;27,3;21,4;19,1;82,7;2,7;
2007-02-21;3,8;915,7;28,7;23,5;19,2;72,4;3,1;
2007-02-22;0;918,6;29,4;24,4;20,2;67,3;2,7;
2007-02-23;0;919,9;30,1;24,6;19,5;58,3;2,4;
2007-02-24;0;919,1;30,1;24,7;19,7;57,2;1,8;
2007-02-25;0;917,6;27,5;23,3;19,6;64,7;2,5;
2007-02-26;0;916,4;27,7;22,8;18,4;65,3;2;
2007-02-27;,2;916,9;28,6;22,9;19,1;71,3;2,6;
2007-02-28;,6;917,3;28,2;22,9;19,4;72,6;2,6;
2007-03-01;,2;916,6;29,4;24,6;20,9;64;2,8;
2007-03-02;0;917,5;30,1;24,6;20,2;53,2;2,8;
2007-03-03;0;918;30,2;25;20,5;54,3;2,6;
2007-03-04;0;918,1;29,3;23,6;19,7;60,2;2,2;
2007-03-05;10;918,2;29,8;23,6;17,6;58,5;2,1;
2007-03-06;,2;918,9;29,8;24,7;19,7;58,2;2,5;
2007-03-07;0;919,8;30;25;20,4;59,5;2,5;
2007-03-08;0;918;29,9;25,2;20,7;56,8;2,2;
2007-03-09;0;916,7;30,1;25,1;19,7;51,9;1,8;
2007-03-10;0;916,3;30,5;25,7;19,7;47,5;1,7;
2007-03-11;0;916,3;30,1;25,4;21,4;50,9;1,8;
2007-03-12;0;916,8;30,4;25,1;19,8;51,3;2,1;
2007-03-13;0;917,5;30,2;24,9;21,1;55,7;2,3;
2007-03-14;0;916,8;30,4;24,6;20,3;58,7;2,1;
2007-03-15;0;916,1;29,9;24,7;20,5;58,2;2,4;
2007-03-16;,2;916,2;30;23,8;21,2;70,4;1,5;
2007-03-17;3,2;916;27,2;22,6;19,8;77,8;2,2;
2007-03-18;0;915,8;28,5;22,5;20,8;75,6;2,1;
2007-03-19;14,8;916,7;25,8;21,9;18,5;78,5;2;
2007-03-20;20,6;916,9;26,2;21,9;18,4;79,7;2,1;
2007-03-21;0;915,8;29,3;23,7;20,1;70,9;1,9;
2007-03-22;7,4;916,4;30,9;24,1;19,7;70,4;1,7;
2007-03-23;0;917,5;31,2;25,7;21,1;58,1;2,3;
2007-03-24;0;918,2;32;26,1;20,8;50,9;2,5;
2007-03-25;0;917,6;31;25,8;20,9;52,3;2;
2007-03-26;0;916,8;30,4;25,6;20,5;53;2,2;
2007-03-27;0;917,2;30,7;25,4;19,5;49,3;2;
2007-03-28;0;917,8;31,1;26;21,2;49,6;2,1;
2007-03-29;0;916,5;31,1;26,6;21,2;49,5;2,3;
2007-03-30;0;916;29,3;25,4;21,4;51,9;2,4;
2007-03-31;0;915,9;31,2;25,4;20,7;54,7;1,5;
2007-04-01;0;916,3;32,4;26,2;20,2;50,3;1,5;
2007-04-02;0;916,5;32,3;26,6;21,3;44,7;2,2;
2007-04-03;0;916,2;31;25,8;19,8;46,9;2,1;
2007-04-04;0;915,7;31,8;25,6;20,1;52,3;1,5;
2007-04-05;0;916,4;31,7;25,7;21,1;51,1;1,2;
2007-04-06;0;916,5;32,3;26,5;21,5;50,7;2,3;
2007-04-07;0;917,2;31,7;24,8;21,7;61,3;2,7;
2007-04-08;1,2;916,5;28,5;22,7;20,7;74,3;2,1;
2007-04-09;17,2;915,2;27,9;22,3;19,2;76,1;1,8;
2007-04-10;,4;915,5;29,9;23,4;18,3;66,9;1,5;
2007-04-11;,2;917,7;30,1;24,9;20,1;58,5;2,3;
2007-04-12;0;919,5;29,2;24,1;20,3;58,6;2,9;
2007-04-13;0;919,2;30;24,5;19,7;51,5;2;
2007-04-14;0;918,6;30,1;24,6;19,5;52,2;2,5;
2007-04-15;0;919,6;29,7;23,3;19,7;62;2,2;
2007-04-16;3,2;918,7;29,7;23,4;19;59,4;2;
2007-04-17;0;916,9;29,3;22;18,7;65,1;2,1;
2007-04-18;2,6;916,9;27,7;21;16,1;67,2;2,8;
2007-04-19;0;917,8;28,8;22,9;19;64,6;2,9;
2007-04-20;,2;919,1;25,5;22;19,4;71,8;2,3;
2007-04-21;,6;918,7;27,7;21,7;19,2;76,1;1,6;
2007-04-22;,4;917,9;29,3;23;18;66,8;2,2;
2007-04-23;0;918;29,4;22,8;18,5;70,4;2,1;
2007-04-24;6,6;917,3;29,6;24;19,2;65,9;1,7;
2007-04-25;0;916,3;30,3;24,7;20;59,3;1,9;
2007-04-26;0;915,4;29,9;24,8;19,5;57,8;2;
2007-04-27;0;916,6;28,8;23,8;20,2;71,5;1,7;
2007-04-28;4,2;919,4;27,2;22,3;19,6;74,7;3;
2007-04-29;0;920;26,7;21,3;17;68,6;3,1;
2007-04-30;0;918,5;28,7;22,7;17,9;63,1;1,8;
2007-05-01;0;917,7;30,3;23,7;18,8;55,1;2,1;
2007-05-02;0;918;29,4;23;16,7;37,6;1,6;
2007-05-03;0;918,6;29;23;18,2;34,6;3;
2007-05-04;0;918,7;28,3;22,5;17,1;45,2;2,5;
2007-05-05;0;918,7;26,9;21,4;16,6;55,7;2,7;
2007-05-06;0;917,4;26,6;21,3;16,2;58,5;2,6;
2007-05-07;0;916,6;29,1;23;18,1;55,5;1,8;
2007-05-08;0;916,7;29,6;24,1;19,2;53,9;1,4;
2007-05-09;0;919,1;25,2;20;17,7;75,7;2;
2007-05-10;,2;919,8;26,7;19,5;14,6;73;2,5;
2007-05-11;0;921,4;25,5;19,8;14,4;61,4;3,5;
2007-05-12;0;922,4;26,9;20,8;15,9;60,8;2,6;
2007-05-13;0;921,1;27,3;null;16,8;60,4;2,3;
